,,Normalized data,,,,,SINDy model,lambda=0.062,,,,,SINDy model,lambda=0.04,,
time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI
1178,0.422313852,0.731536127,0.490674552,0.402829895,,1178,0.636903529,0.401595912,0.64092455,0.706081454,,1178,0.624195029,0.735613554,0.534227421,0.283113714
1179,0.442379887,0.697462926,0.365278311,0.522805017,,1179,0.633601353,0.381096974,0.64092455,0.689598322,,1179,0.636279298,0.775178512,0.51908325,0.309094902
1180,0.346419453,0.717565466,0.367950286,0.493510936,,1180,0.628179619,0.363458303,0.64092455,0.671577069,,1180,0.642871535,0.808359897,0.502822257,0.338334701
1181,0.455247968,0.696980392,0.289837682,0.549673474,,1181,0.620828456,0.34851285,0.64092455,0.652345341,,1181,0.644282165,0.834321181,0.486262424,0.370378952
1182,0.478990145,0.722744971,0.179083853,0.598185965,,1182,0.611808225,0.336095244,0.64092455,0.632180592,,1182,0.641259495,0.852453185,0.470244348,0.404805939
1183,0.476507728,0.647672869,0.207558365,0.641567327,,1183,0.601430632,0.326052453,0.64092455,0.611317193,,1183,0.634893411,0.862363469,0.455563662,0.44121145
1184,0.492795989,0.642819985,0.28331282,0.690266404,,1184,0.590043324,0.318250542,0.64092455,0.589953287,,1184,0.626498498,0.863865465,0.442907767,0.479191136
1185,0.564737842,0.60560868,0.21727019,0.743536851,,1185,0.578017646,0.312578759,0.64092455,0.568257471,,1185,0.617488218,0.856973076,0.432803536,0.518324183
1186,0.636301414,0.613349513,0.171002214,0.734300819,,1186,0.565739022,0.308951833,0.64092455,0.546375331,,1186,0.609250261,0.841902118,0.425583297,0.558160725
1187,0.631739917,0.521595279,0.26998396,0.752959469,,1187,0.553599365,0.307311118,0.64092455,0.524435801,,1187,0.603031688,0.81907599,0.421374976,0.598213817
1188,0.631799592,0.459364611,0.22803015,0.778148647,,1188,0.541990901,0.307625013,0.64092455,0.50255725,,1188,0.599841167,0.789130301,0.420118462,0.637955544
1189,0.706944739,0.434874901,0.243665248,0.719560485,,1189,0.531300779,0.309888935,0.64092455,0.480853173,,1189,0.600374247,0.752910063,0.421604989,0.676816358
1190,0.760015722,0.405306273,0.346969472,0.880211465,,1190,0.521905926,0.314124987,0.64092455,0.459437349,,1190,0.604965951,0.711453763,0.425531092,0.714186957
1191,0.737433238,0.386814007,0.367775476,0.897750596,,1191,0.5141676,0.320381375,0.64092455,0.438428383,,1191,0.613572964,0.665960641,0.431555212,0.749422695
1192,0.794841339,0.314721083,0.334454675,0.861086348,,1192,0.508425178,0.328731522,0.64092455,0.41795364,,1192,0.625785304,0.617740736,0.439344616,0.78185132
1193,0.793575304,0.290039925,0.419735047,0.942251477,,1193,0.50498874,0.33927273,0.64092455,0.398152665,,1193,0.640864949,0.568150841,0.448603108,0.81078519
1194,0.760802084,0.215671153,0.417362552,0.828806883,,1194,0.504130031,0.352124137,0.64092455,0.37918039,,1194,0.657806891,0.518522947,0.459075348,0.835538909
1195,0.823206504,0.247465699,0.447657924,0.949341764,,1195,0.506071404,0.36742354,0.64092455,0.361210543,,1195,0.675416779,0.470094013,0.470529945,0.855452487
1196,0.849764548,0.223032258,0.486543673,0.937493521,,1196,0.510972333,0.38532249,0.64092455,0.344439899,,1196,0.692398908,0.423946326,0.482729073,0.869919121
1197,0.921222459,0.228066484,0.605387072,0.834684358,,1197,0.518913093,0.40597876,0.64092455,0.329094141,,1197,0.707448593,0.380966017,0.495395824,0.878415718
1198,0.790719311,0.202642909,0.578115151,0.898776822,,1198,0.529875282,0.429544937,0.64092455,0.315436161,,1198,0.719343498,0.341823787,0.508190892,0.880533798
1199,0.732754619,0.233407498,0.611023047,0.685135275,,1199,0.543719087,0.456151406,0.64092455,0.303777545,,1199,0.727028914,0.306977627,0.520707702,0.876008264
1200,0.817792684,0.218397516,0.690343301,0.720959884,,1200,0.560157746,0.48588147,0.64092455,0.294493497,,1200,0.729692131,0.276693565,0.532490236,0.864741802
1201,0.793878774,0.221954578,0.696618491,0.611433606,,1201,0.578730816,0.518735838,0.64092455,0.288040465,,1201,0.726821167,0.251078229,0.543072036,0.846823002
1202,0.712988561,0.286339555,0.719234185,0.700901835,,1202,0.598779859,0.554583602,0.64092455,0.284973779,,1202,0.718243561,0.230116697,0.552029448,0.822536647
1203,0.733030009,0.271353689,0.726395169,0.46664248,,1203,0.619433447,0.59309763,0.64092455,0.285959426,,1203,0.704142062,0.213710322,0.55903852,0.792364873
1204,0.741656393,0.30126406,0.823794974,0.529335545,,1204,0.639612818,0.633675176,0.64092455,0.291769592,,1204,0.685045785,0.201711283,0.563923791,0.75697824
1205,0.673308537,0.347281848,0.781110569,0.46580284,,1205,0.658074373,0.67535076,0.64092455,0.303246473,,1205,0.6617976,0.193952493,0.566688734,0.717216192
1206,0.6021296,0.394313886,0.921500764,0.548460661,,1206,0.673507759,0.716719231,0.64092455,0.321215653,,1206,0.635500695,0.19027275,0.56752124,0.674057271
1207,0.523308754,0.433639676,0.811802619,0.423074531,,1207,0.684703452,0.755901675,0.64092455,0.346334046,,1207,0.607449013,0.19053733,0.566772343,0.628580559
1208,0.591735414,0.459725058,0.89290836,0.315227532,,1208,0.690784942,0.79059997,0.64092455,0.378874737,,1208,0.57904735,0.194653836,0.564911214,0.581921206
1209,0.558001748,0.495880591,0.833074105,0.360754639,,1209,0.691464732,0.81828519,0.64092455,0.418485671,,1209,0.551727118,0.202582344,0.562463311,0.535223935
1210,0.480214862,0.511696335,0.904733206,0.376148025,,1210,0.687240242,0.83653515,0.64092455,0.464002096,,1210,0.526863163,0.214338154,0.559940871,0.489598826
1211,0.404124666,0.550662976,0.885298884,0.370923603,,1211,0.679424131,0.843472176,0.64092455,0.513416137,,1211,0.50569579,0.229985096,0.557775519,0.446083112
1212,0.425853149,0.553078648,0.855570636,0.43996061,,1212,0.669938898,0.838177769,0.64092455,0.564075554,,1212,0.489260714,0.249617553,0.556261881,0.40561134
1213,0.393812415,0.585129689,0.869681484,0.358888774,,1213,0.660903639,0.820928804,0.64092455,0.613090358,,1213,0.47832858,0.273330382,0.555519201,0.368994331
1214,0.294513301,0.618642184,0.710181835,0.409360423,,1214,0.654150112,0.793152453,0.64092455,0.657818988,,1214,0.473355506,0.301177645,0.555475569,0.336905732
1215,0.348404386,0.673572655,0.723451214,0.360754639,,1215,0.650846555,0.75711597,0.64092455,0.696262425,,1215,0.474447001,0.333123552,0.555876697,0.309873996
1216,0.401256543,0.693517376,0.673974568,0.457033275,,1216,0.651347436,0.715476658,0.64092455,0.727248996,,1216,0.481339228,0.368991686,0.556318328,0.288277819
1217,0.378549268,0.682668894,0.545447872,0.387716389,,1217,0.655273063,0.670849003,0.64092455,0.750400269,,1217,0.493403105,0.408420861,0.556298474,0.27234421
1218,0.399326677,0.695027207,0.612874583,0.51142324,,1218,0.661734416,0.625497908,0.64092455,0.765953246,,1218,0.509676837,0.450836761,0.555282778,0.262149925
1219,0.371617266,0.675865609,0.5617062,0.386876749,,1219,0.669596312,0.581189182,0.64092455,0.774536532,,1219,0.528930276,0.495447128,0.552774161,0.257628175
1220,0.410503302,0.656935652,0.385931141,0.615911682,,1220,0.677701452,0.539169821,0.64092455,0.776971881,,1220,0.549759754,0.541264354,0.548377051,0.258582582
1221,0.357322157,0.666634852,0.468843944,0.551632632,,1221,0.685022382,0.500228157,0.64092455,0.774132132,,1221,0.570705861,0.587153712,0.541847614,0.2647091
1222,0.528172763,0.642689916,0.416851526,0.518979994,,1222,0.690742025,0.464788176,0.64092455,0.766856144,,1222,0.590381008,0.631899808,0.53312426,0.275624436
1223,0.438671921,0.618194012,0.298674743,0.61096714,,1223,0.694279583,0.43300736,0.64092455,0.755907109,,1223,0.607590591,0.674280059,0.522336546,0.290897345
1224,0.524811652,0.563463911,0.307703831,0.766020525,,1224,0.695281605,0.404862261,0.64092455,0.74195821,,1224,0.621432299,0.713133451,0.509794113,0.310078024
1225,0.597083508,0.550220109,0.348543242,0.650057013,,1225,0.693594576,0.380216285,0.64092455,0.725592875,,1225,0.631362208,0.747415523,0.495959484,0.332721156
1226,0.62652825,0.518313538,0.232968155,0.778708407,,1226,0.689230295,0.358869937,0.64092455,0.707311353,,1226,0.637222304,0.776235272,0.481409201,0.358399759
1227,0.618145342,0.486750409,0.264374675,0.819011092,,1227,0.68233082,0.340596223,0.64092455,0.687539149,,1227,0.639229968,0.798874643,0.466787407,0.386709266
1228,0.675791811,0.447592835,0.258816288,0.893085933,,1228,0.673136541,0.325164525,0.64092455,0.666635348,,1228,0.637934476,0.814794981,0.452755447,0.417263288
1229,0.620524138,0.382114106,0.292802695,0.864165025,,1229,0.661958949,0.312356029,0.64092455,0.644900307,,1229,0.63414811,0.823636372,0.439941077,0.449683808
1230,0.731841316,0.313121677,0.278677399,0.869762621,,1230,0.649158461,0.301973198,0.64092455,0.622582793,,1230,0.628860391,0.825215353,0.428891416,0.483588933
1231,0.733923191,0.313230454,0.298937469,0.877039494,,1231,0.63512704,0.293845233,0.64092455,0.599886882,,1231,0.623143717,0.819524467,0.420034446,0.518580933
1232,0.725155663,0.309937332,0.401706328,0.844106976,,1232,0.620275043,0.287830897,0.64092455,0.576978844,,1232,0.618058058,0.806734554,0.413653881,0.554236408
1233,0.70233151,0.278757838,0.359230982,0.803710998,,1233,0.605021556,0.283819711,0.64092455,0.553994136,,1233,0.614561503,0.78719815,0.409880976,0.590099518
1234,0.775816511,0.246803774,0.379508778,0.881330984,,1234,0.589787457,0.281732196,0.64092455,0.531044476,,1234,0.613432617,0.761450584,0.408704346,0.625678417
1235,0.865524709,0.216311165,0.421276976,0.858660724,,1235,0.574990436,0.281519624,0.64092455,0.508224856,,1235,0.615209562,0.730204639,0.409995459,0.660444678
1236,0.895331998,0.224621625,0.454461465,0.815839121,,1236,0.561041254,0.283163564,0.64092455,0.485620294,,1236,0.620149755,0.694335011,0.413544174,0.693835542
1237,0.800056519,0.207952546,0.516866937,0.691106043,,1237,0.548340561,0.286675387,0.64092455,0.463312099,,1237,0.62821229,0.654850269,0.41909654,0.725259108
1238,0.733738718,0.213484052,0.486468743,0.7027677,,1238,0.537275662,0.292095819,0.64092455,0.441383481,,1238,0.63906367,0.612852244,0.426386746,0.754102944
1239,0.813630443,0.212371423,0.52310597,0.609567741,,1239,0.528216701,0.299494522,0.64092455,0.419924369,,1239,0.652105525,0.569485303,0.435156945,0.779746731
1240,0.826546484,0.276838261,0.625936055,0.457966207,,1240,0.521511739,0.308969638,0.64092455,0.399035467,,1240,0.666521413,0.525880352,0.445162078,0.801579316
1241,0.701550867,0.271884566,0.617900118,0.550233233,,1241,0.517480282,0.320647125,0.64092455,0.378831703,,1241,0.681338585,0.483099895,0.456161048,0.819020013
1242,0.758232724,0.306516549,0.72932556,0.542489893,,1242,0.516404779,0.334679612,0.64092455,0.359445421,,1242,0.695499916,0.442090798,0.467899327,0.831543265
1243,0.737090942,0.331821167,0.71528735,0.400590857,,1243,0.518519589,0.351244349,0.64092455,0.341029912,,1243,0.707940924,0.403650159,0.48009046,0.838705105
1244,0.758490251,0.279096557,0.747666316,0.582232818,,1244,0.523996836,0.370539584,0.64092455,0.323764123,,1244,0.717666869,0.368407367,0.492404241,0.840169454
1245,0.693481894,0.385752655,0.778338545,0.425406862,,1245,0.532928487,0.392778384,0.64092455,0.307859615,,1245,0.723824997,0.336822504,0.504467626,0.835732137
1246,0.689597563,0.450435426,0.803853452,0.3903286,,1246,0.545303905,0.418178411,0.64092455,0.293571047,,1246,0.725767169,0.309198655,0.515881087,0.825340637
1247,0.631754972,0.437703875,0.864615938,0.56907847,,1247,0.560982244,0.446945482,0.64092455,0.281211515,,1247,0.723098514,0.285704012,0.526249052,0.809107909
1248,0.624943103,0.488259866,0.891858,0.35506375,,1248,0.579659459,0.479247818,0.64092455,0.271173711,,1248,0.715708416,0.266399242,0.535219352,0.787318919
1249,0.549174522,0.491196566,0.964661324,0.418689748,,1249,0.600830911,0.515176872,0.64092455,0.263956901,,1249,0.703781403,0.251266142,0.542524031,0.760428964
1250,0.57839325,0.577600932,0.84238593,0.451995439,,1250,0.623752917,0.554689689,0.64092455,0.260197415,,1250,0.687787117,0.240234849,0.548013234,0.729053237
1251,0.502432626,0.615994702,0.823252525,0.323997098,,1251,0.647411067,0.597527831,0.64092455,0.260696112,,1251,0.668450362,0.233208003,0.551675015,0.693947658
1252,0.56221078,0.622980363,0.870292707,0.448916762,,1252,0.670509994,0.643110371,0.64092455,0.266429395,,1252,0.646703988,0.230081161,0.553636634,0.655981693
1253,0.483133845,0.647918161,0.842567367,0.487166995,,1253,0.691508252,0.690406078,0.64092455,0.278521174,,1253,0.623628671,0.230759031,0.554146418,0.61610469
1254,0.473198873,0.69019319,0.825163625,0.45889914,,1254,0.708729684,0.737805495,0.64092455,0.298144587,,1254,0.600384462,0.235167012,0.553538706,0.575308147
1255,0.372611283,0.700892407,0.761368746,0.514501918,,1255,0.720580947,0.783038435,0.64092455,0.326322462,,1255,0.578139112,0.243257226,0.552187243,0.534586857
1256,0.407951086,0.711264258,0.73709972,0.491738364,,1256,0.725880488,0.823209732,0.64092455,0.363617581,,1256,0.55799776,0.255007942,0.550453957,0.494902023
1257,0.411217014,0.744563403,0.707687546,0.579713901,,1257,0.724246407,0.855035526,0.64092455,0.409759563,,1257,0.540937756,0.270415392,0.548640465,0.457148984
1258,0.357034355,0.696535183,0.715234887,0.59146885,,1258,0.716410554,0.875321576,0.64092455,0.463334778,,1258,0.527751536,0.289477392,0.546948877,0.422131239
1259,0.423497639,0.705980839,0.476993564,0.595946927,,1259,0.704276429,0.881616005,0.64092455,0.521718647,,1259,0.518999776,0.312169182,0.545456904,0.390541335
1260,0.467319987,0.704086708,0.57393303,0.695863999,,1260,0.69059376,0.872831374,0.64092455,0.581381253,,1260,0.51497683,0.33841321,0.544110217,0.362948175
1261,0.474823576,0.650213038,0.52134823,0.862392454,,1261,0.678302018,0.849570391,0.64092455,0.638525742,,1261,0.515690695,0.368046163,0.542732735,0.339789782
1262,0.475722261,0.621949891,0.421490517,0.772924225,,1262,0.669793102,0.81399304,0.64092455,0.689824456,,1262,0.520860084,0.400787955,0.541053234,0.321370593
1263,0.537839111,0.597775527,0.36375058,0.657240593,,1263,0.66639759,0.769285104,0.64092455,0.732958777,,1263,0.529931181,0.436218121,0.538744546,0.307862842
1264,0.489776984,0.547000507,0.320634766,0.725251373,,1264,0.668259798,0.718967238,0.64092455,0.766796714,,1264,0.542115778,0.473764824,0.535469991,0.29931218
1265,0.648295121,0.521724208,0.292135006,0.857168032,,1265,0.674555572,0.666300626,0.64092455,0.791242753,,1265,0.556450382,0.51271002,0.530930703,0.295647979
1266,0.551649457,0.506070855,0.285979051,0.719094019,,1266,0.683879052,0.613929069,0.64092455,0.806917577,,1266,0.571872865,0.552211653,0.524907642,0.296698554
1267,0.552067212,0.472928645,0.252333843,0.81294703,,1267,0.694626757,0.56376122,0.64092455,0.81482569,,1267,0.587309979,0.591340462,0.517293228,0.302210677
1268,0.52946662,0.401837953,0.235886222,0.663771121,,1268,0.705282165,0.517019404,0.64092455,0.816100636,,1268,0.601766589,0.629126216,0.508109511,0.311871784
1269,0.663640147,0.36871182,0.285612909,0.976116928,,1269,0.714579414,0.474369526,0.64092455,0.81184852,,1269,0.614406643,0.664606678,0.497512023,0.325332322
1270,0.795170527,0.382103043,0.235660398,0.8092153,,1270,0.721567877,0.436069427,0.64092455,0.803071735,,1270,0.624617009,0.696872809,0.485780375,0.342225513
1271,0.699364323,0.343179324,0.287126418,0.783746242,,1271,0.725611912,0.402101797,0.64092455,0.790644021,,1271,0.632047987,0.725105534,0.473297903,0.362182167
1272,0.694018398,0.345350599,0.3136635,0.824515393,,1272,0.726355877,0.372279153,0.64092455,0.775312245,,1272,0.636627731,0.74860199,0.460523113,0.384839286
1273,0.709989047,0.282852894,0.392647266,0.845413082,,1273,0.723675227,0.346320346,0.64092455,0.757708752,,1273,0.638551208,0.766791791,0.447955778,0.409842387
1274,0.784725162,0.2899036,0.373652838,0.777588888,,1274,0.717625908,0.323903081,0.64092455,0.738365671,,1274,0.638246845,0.779245706,0.436100461,0.436842574
1275,0.753527015,0.290980978,0.340063397,0.748294807,,1275,0.708398246,0.304698171,0.64092455,0.717727591,,1275,0.636325689,0.78567985,0.425430425,0.465490092
1276,0.835899888,0.278538445,0.382098434,0.776469369,,1276,0.696277844,0.288390719,0.64092455,0.696161833,,1276,0.633518628,0.785958165,0.416355086,0.495426271
1277,0.857050771,0.323346186,0.421564842,0.808655541,,1277,0.681614076,0.274692355,0.64092455,0.673966784,,1277,0.630607351,0.780094784,0.409194317,0.526275562
1278,0.789058051,0.259770661,0.407759047,0.773950451,,1278,0.664795739,0.263347597,0.64092455,0.651379175,,1278,0.628354506,0.768256447,0.404162461,0.557638937
1279,0.805865748,0.314544789,0.539196402,0.708085415,,1279,0.646233071,0.254136482,0.64092455,0.628581068,,1279,0.627438107,0.750763696,0.40136387,0.589089401
1280,0.771639032,0.343612671,0.559780957,0.715455582,,1280,0.626345142,0.246874983,0.64092455,0.605707081,,1280,0.628394675,0.728088655,0.400800012,0.620169969
1281,0.692320665,0.355974305,0.635372658,0.559655852,,1281,0.605551633,0.241414175,0.64092455,0.582852102,,1281,0.631574909,0.700846902,0.402386136,0.65039425
1282,0.699028967,0.375890561,0.613842667,0.503773194,,1282,0.584268025,0.23763883,0.64092455,0.560079517,,1282,0.637114778,0.669781371,0.405973649,0.679249756
1283,0.639327076,0.41230554,0.627567662,0.491738364,,1283,0.562903311,0.235465835,0.64092455,0.537429785,,1283,0.644923799,0.635737282,0.411373309,0.706204129
1284,0.685649736,0.448001848,0.694581635,0.511050067,,1284,0.541859362,0.234842696,0.64092455,0.514929102,,1284,0.654691007,0.599628637,0.41837444,0.730714588
1285,0.634339037,0.454134767,0.719489238,0.482222453,,1285,0.52153122,0.235746271,0.64092455,0.492597844,,1285,0.665907794,0.56239848,0.426756698,0.752240789
1286,0.650943653,0.497617339,0.763307607,0.499295118,,1286,0.502307609,0.238181801,0.64092455,0.470458442,,1286,0.677905589,0.524976518,0.436293149,0.770261084
1287,0.633776118,0.569729068,0.826032929,0.421488546,,1287,0.484571101,0.24218225,0.64092455,0.448542398,,1287,0.689905349,0.488238512,0.44674595,0.784291731
1288,0.571799843,0.591146971,0.76330199,0.43940085,,1288,0.468697395,0.247807941,0.64092455,0.426896154,,1288,0.701075157,0.45297181,0.457858113,0.793908112
1289,0.479918914,0.608995274,0.790812865,0.408054317,,1289,0.455053298,0.255146406,0.64092455,0.405585654,,1289,0.710591765,0.419850442,0.469346045,0.798766627
1290,0.52519128,0.667044161,0.821765924,0.358422307,,1290,0.443993033,0.264312368,0.64092455,0.384699507,,1290,0.717701784,0.389421604,0.480897463,0.798625622
1291,0.434626677,0.658467547,0.876788987,0.446491137,,1291,0.435852556,0.275447672,0.64092455,0.364350841,,1291,0.721778169,0.362103519,0.492177932,0.793363681
1292,0.411694331,0.678631891,0.794300859,0.365699181,,1292,0.430941605,0.288720952,0.64092455,0.344678119,,1292,0.722367941,0.338193033,0.502846981,0.782993713
1293,0.527990501,0.710878807,0.852775602,0.433150202,,1293,0.429533178,0.304326685,0.64092455,0.325845414,,1293,0.719227528,0.317880298,0.512582159,0.767671523
1294,0.451285849,0.686618234,0.811560207,0.435762413,,1294,0.431850081,0.322483142,0.64092455,0.308042926,,1294,0.712343027,0.30126757,0.521107122,0.747697939
1295,0.46730513,0.716086196,0.76261058,0.556017415,,1295,0.438048078,0.34342848,0.64092455,0.291488803,,1295,0.70193383,0.288389447,0.528218521,0.723513899
1296,0.527940169,0.68379201,0.74203349,0.581766352,,1296,0.448195028,0.367413892,0.64092455,0.276433594,,1296,0.688439469,0.279232506,0.533806309,0.695688422
1297,0.489338108,0.681915801,0.762703364,0.521872085,,1297,0.462245296,0.394692173,0.64092455,0.263168873,,1297,0.672490992,0.273752957,0.53786322,0.664899829
1298,0.448092584,0.683569369,0.713775423,0.718440966,,1298,0.480008777,0.425499324,0.64092455,0.252041581,,1298,0.654869411,0.271891397,0.540481104,0.631911175
1299,0.521078128,0.668125386,0.707827072,0.610780554,,1299,0.501114358,0.460025836,0.64092455,0.243475219,,1299,0.636454708,0.273584028,0.541834236,0.597541395
1300,0.447001363,0.614509317,0.630549416,0.726277599,,1300,0.52496897,0.498373147,0.64092455,0.237997841,,1300,0.618169368,0.278769706,0.542151994,0.562634121
1301,0.517812806,0.622950976,0.626325601,0.772644345,,1301,0.550716226,0.540489839,0.64092455,0.236274146,,1301,0.600920442,0.287392214,0.541684991,0.528026381
1302,0.5084417,0.574941046,0.448494999,0.77852182,,1302,0.577203751,0.586082326,0.64092455,0.239134131,,1302,0.585543849,0.299397216,0.540669696,0.494519317
1303,0.427472038,0.542982633,0.434833666,0.785145641,,1303,0.602976247,0.634497874,0.64092455,0.247582933,,1303,0.572754091,0.314723661,0.539296573,0.462852657
1304,0.517897207,0.470895612,0.460706673,0.822183062,,1304,0.626321418,0.684586797,0.64092455,0.262766266,,1304,0.56310199,0.333289921,0.537686075,0.433684095
1305,0.530026386,0.482555761,0.395487825,0.67552607,,1305,0.645403847,0.734568889,0.64092455,0.285856945,,1305,0.556942589,0.354975751,0.535875508,0.407574025
1306,0.545832105,0.421050035,0.291598527,0.855955219,,1306,0.658517895,0.781957308,0.64092455,0.317830034,,1306,0.554415045,0.379602022,0.533818197,0.384975554
1307,0.562484459,0.403322534,0.350144085,0.813320203,,1307,0.66445928,0.823622241,0.64092455,0.359122622,,1307,0.555436104,0.406910999,0.531394678,0.366229403
1308,0.693839428,0.374087543,0.307296165,0.875546802,,1308,0.662945807,0.856081726,0.64092455,0.409240378,,1308,0.559708411,0.436550415,0.528434033,0.351563271
1309,0.730296329,0.316351274,0.351244517,0.959883902,,1309,0.654929126,0.876051392,0.64092455,0.466460604,,1309,0.566744218,0.468064547,0.524742227,0.341095328
1310,0.680816476,0.315362174,0.335037817,0.795687779,,1310,0.642597209,0.881155124,0.64092455,0.527826999,,1310,0.575903915,0.500894747,0.520133465,0.334841621
1311,0.775187092,0.299567448,0.373837557,0.785705401,,1311,0.628952914,0.870552571,0.64092455,0.589553555,,1311,0.586447197,0.534390533,0.514460402,0.332727074
1312,0.741455539,0.323749704,0.375685884,0.812200684,,1312,0.617067954,0.845200815,0.64092455,0.647750363,,1312,0.597592919,0.567830564,0.507639474,0.334599508
1313,0.842235788,0.324461739,0.371541599,0.704353685,,1313,0.609313176,0.807614723,0.64092455,0.699186653,,1313,0.608582238,0.600451178,0.499668599,0.340245628
1314,0.709075884,0.297343302,0.304648168,0.788970664,,1314,0.606882327,0.761240534,0.64092455,0.741785173,,1314,0.618738829,0.631478972,0.490635764,0.349407532
1315,0.762686432,0.29063663,0.340884692,0.65686742,,1315,0.609742173,0.709722686,0.64092455,0.774714906,,1315,0.627520207,0.660163539,0.480718298,0.361798089
1316,0.870345485,0.292323091,0.407225699,0.689613351,,1316,0.616917432,0.656322569,0.64092455,0.798162708,,1316,0.634555311,0.685807023,0.470173659,0.377113648
1317,0.868107952,0.292955478,0.386762964,0.673100446,,1317,0.626911249,0.603604068,0.64092455,0.812968017,,1317,0.639665316,0.70778831,0.459323216,0.395043033
1318,0.942463707,0.309807083,0.45740269,0.531667876,,1318,0.638090525,0.553362007,0.64092455,0.820278959,,1318,0.6428667,0.725581082,0.44853087,0.415272372
1319,0.849004396,0.359256789,0.463584508,0.543329532,,1319,0.64895344,0.506704512,0.64092455,0.821306497,,1319,0.644357455,0.738766259,0.438178517,0.437486064
1320,0.796198721,0.388702112,0.489538824,0.564880274,,1320,0.658271666,0.464200903,0.64092455,0.817184035,,1320,0.644488782,0.74704009,0.428640465,0.461364668
1321,0.846398627,0.404012616,0.579968896,0.54211672,,1321,0.665136953,0.426036054,0.64092455,0.808906536,,1321,0.643725609,0.750219414,0.420259037,0.486580847
1322,0.74406485,0.398480226,0.58788908,0.496123147,,1322,0.668948953,0.392142332,0.64092455,0.797317408,,1322,0.642599724,0.748245206,0.413323561,0.512794545
1323,0.708608342,0.458080099,0.647379024,0.526536747,,1323,0.669373956,0.362300528,0.64092455,0.783118472,,1323,0.641659513,0.741184906,0.408054805,0.539648453
1324,0.714937383,0.461451985,0.645000235,0.498362185,,1324,0.666293888,0.336211579,0.64092455,0.766887795,,1324,0.641420193,0.72923319,0.404596305,0.566764572
1325,0.701831962,0.51978222,0.680431381,0.480076708,,1325,0.659756323,0.313544776,0.64092455,0.749097701,,1325,0.642318175,0.71271021,0.403013191,0.593742431
1326,0.641464797,0.542120494,0.683226684,0.375308386,,1326,0.649930531,0.293968542,0.64092455,0.730130085,,1326,0.644672767,0.692055968,0.403297918,0.620159303
1327,0.577133226,0.593814633,0.714380443,0.317000104,,1327,0.637071314,0.277169047,0.64092455,0.71028862,,1327,0.648657878,0.667819545,0.405381187,0.645572665
1328,0.529212458,0.581734201,0.749831259,0.430817871,,1328,0.621490666,0.262860658,0.64092455,0.68980858,,1328,0.654285629,0.64064238,0.409145479,0.669525062
1329,0.57722245,0.626456839,0.807637802,0.451622266,,1329,0.603536555,0.250791105,0.64092455,0.668865237,,1329,0.661402922,0.611235624,0.414438344,0.691551537
1330,0.498262027,0.664982547,0.765742826,0.551072872,,1330,0.583577814,0.240743377,0.64092455,0.64758171,,1330,0.669701075,0.580352563,0.421082971,0.711189678
1331,0.609373416,0.673777162,0.787466688,0.440053903,,1331,0.561994131,0.232535703,0.64092455,0.62603687,,1331,0.678737631,0.548758079,0.428884575,0.727992233
1332,0.447869256,0.693871742,0.862469732,0.491831658,,1332,0.539170097,0.226020502,0.64092455,0.604273677,,1332,0.687968624,0.517197778,0.437632526,0.741541931
1333,0.424555532,0.7266079,0.756149264,0.539317923,,1333,0.515492415,0.221082896,0.64092455,0.582308043,,1333,0.696788803,0.486369684,0.447099492,0.751467922
1334,0.442083946,0.706693712,0.716857152,0.473359594,,1334,0.491349376,0.21763914,0.64092455,0.560138209,,1334,0.704576814,0.456901095,0.457039889,0.757462882
1335,0.434518001,0.715799984,0.773821825,0.564973567,,1335,0.467131828,0.215635202,0.64092455,0.537754401,,1335,0.710741971,0.429332423,0.467190256,0.759299657
1336,0.446192662,0.725026097,0.84885842,0.627386752,,1336,0.443234874,0.21504562,0.64092455,0.515148521,,1336,0.714769177,0.404108831,0.477273752,0.756846176
1337,0.432301294,0.69037826,0.756302558,0.522058671,,1337,0.420059623,0.215872701,0.64092455,0.492323483,,1337,0.716258603,0.381579333,0.487009888,0.750077405
1338,0.475854051,0.692912375,0.69898137,0.707898829,,1338,0.398014329,0.218146082,0.64092455,0.469301818,,1338,0.714957141,0.362002178,0.496129151,0.739083268
1339,0.5425149,0.664765088,0.705271304,0.720493418,,1339,0.377514329,0.221922636,0.64092455,0.44613309,,1339,0.710779181,0.345554796,0.504390733,0.724071694
1340,0.550594277,0.612756273,0.601550389,0.758370478,,1340,0.358980249,0.227286665,0.64092455,0.422899748,,1340,0.703815175,0.332346432,0.51160051,0.705366268
1341,0.469812328,0.596028789,0.597535625,0.749041153,,1341,0.342834018,0.234350297,0.64092455,0.399721016,,1341,0.694327397,0.322431746,0.517625993,0.683398345
1342,0.502411992,0.540961518,0.651101573,0.81266715,,1342,0.329492356,0.243253936,0.64092455,0.376754646,,1342,0.682733404,0.315823997,0.522405304,0.658693835
1343,0.515671321,0.528163155,0.573183593,0.85539546,,1343,0.319357489,0.254166579,0.64092455,0.354196453,,1343,0.669578717,0.312506733,0.525948219,0.631855303
1344,0.570998961,0.46053432,0.498699807,0.803431118,,1344,0.312804956,0.267285677,0.64092455,0.332277937,,1344,0.655501007,0.3124432,0.528328665,0.603540395
